"author_id","avatar","bio","name"
"496",,"【美】兰斯·班尼特 著，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","【美】兰斯·班尼特 著"
"497",,"卡尔·雅斯贝斯(Karl Jaspers)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","卡尔·雅斯贝斯(Karl Jaspers)"
"498",,"[英]艾瑞克•霍布斯鲍姆，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[英]艾瑞克•霍布斯鲍姆"
"499",,"威尔·杜兰特，阿里尔·杜兰特，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","（美）威尔·杜兰特，（美）阿里尔·杜兰特"
"500",,"王伟，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王伟"
"501",,"夏志强，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","夏志强"
"502",,"[美]阎云翔，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[美]阎云翔"
"503",,"翟学伟 薛天山，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","翟学伟 薛天山"
"504",,"让·雅克·卢梭，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","让·雅克·卢梭"
"505",,"成振珂，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","成振珂"
"506",,"埃米尔·迪尔凯姆，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","埃米尔·迪尔凯姆（涂尔干）"
"507",,"邹韬奋，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","邹韬奋"
"508",,"克里斯蒂安•迈耶，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","克里斯蒂安•迈耶"
"509",,"陈光连，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈光连"
"510",,"美 鲁斯·本尼迪克特，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","美 鲁斯·本尼迪克特"
"511",,"[加] 宋怡明，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[加] 宋怡明"
"512",,"费正清，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","费正清"
"513",,"哈佛商业评论，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","哈佛商业评论"
"514",,"陈晓萍，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈晓萍"
"515",,"熊景维，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","熊景维"
"516",,"曹金洪，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","曹金洪"
"517",,"姜锡一，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","姜锡一"
"518",,"周广宇，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","周广宇"
"519",,"王福重，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王福重"
"520",,"周洁如，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","周洁如"
"521",,"Shmueli, Galit，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Shmueli, Galit"
"522",,"李玉良，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李玉良"
"523",,"Karen Berman，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Karen Berman"
"524",,"斯金纳，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","（英）斯金纳"
"525",,"丹尼尔•斯特拉，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","丹尼尔•斯特拉"
"526",,"Kotler, Philip，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Kotler, Philip"
"527",,"顾彼思商学院，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","顾彼思商学院"
"528",,"袁伟，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","袁伟"
"529",,"余治国，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","余治国"
"530",,"高连奎，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","高连奎"
"531",,"林毅夫，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","林毅夫"
"532",,"华说，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","华说"
"533",,"卫龙宝，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","卫龙宝"
"534",,"Kevin（张晋壹），中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Kevin（张晋壹）"
"535",,"李善友，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李善友"
"536",,"永良，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","永良"
"537",,"陈端计，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈端计"
"538",,"乔尔·格林布拉特（Joel Greenblatt），中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","乔尔·格林布拉特（Joel Greenblatt）"
"539",,"刘美玉，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","刘美玉"
"540",,"王祥伍,谭俊峰,宋杼宸,安琪,朱仁健，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王祥伍,谭俊峰,宋杼宸,安琪,朱仁健"
"541",,"约翰·S·戈登，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","约翰·S·戈登"
"542",,"谢利明，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","谢利明"
"543",,"静涛／黑岛，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","静涛／黑岛"
"544",,"徐现祥 编著 孙洛平 校，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","徐现祥 编著 孙洛平 校"
"545",,"大前研一 著，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","大前研一 著"
"546",,"张维迎，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","张维迎"
"547",,"洪榕，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","洪榕"
"548",,"陈元 & 钱颖一 & 等，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈元 & 钱颖一 & 等"
"549",,"张荣亮，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","张荣亮"
"550",,"顾建党，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","顾建党"
"551",,"[英] 戴维·博伊尔，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[英] 戴维·博伊尔"
"552",,"李笑来，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李笑来"
"553",,"黄锫，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","黄锫"
"554",,"彼得·里森，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","彼得·里森"
"555",,"赵涛，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","赵涛"
"556",,"[英]布莱恩·斯诺登，霍华德·R·著，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[英]布莱恩·斯诺登，霍华德·R·著"
"557",,"厉以宁，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","厉以宁"
"558",,"圣叹金，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","圣叹金"
"559",,"何正斌，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","何正斌"
"560",,"曼昆 (n.gregory Mankiw)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","曼昆 (n.gregory Mankiw)"
"561",,"丹尼·罗德里克，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","丹尼·罗德里克"
"562",,"翔高教育经济学教学研究中心，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","翔高教育经济学教学研究中心"
"563",,"威廉·尼克尔斯(William Nickels)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","威廉·尼克尔斯(William Nickels)"
"564",,"期刊推送 kindle，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","期刊推送 kindle"
"565",,"那一水的鱼，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","那一水的鱼"
"566",,"戴德明，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","戴德明"
"567",,"宋凤轩，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","宋凤轩"
"568",,"本杰明·科恩，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","本杰明·科恩"
"569",,"徐贺 编著，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","徐贺 编著"
"570",,"卡尔·马克思，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","卡尔·马克思"
"571",,"茜拉·科尔哈特卡（Sheelah Kolhatkar），中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","茜拉·科尔哈特卡（Sheelah Kolhatkar）"
"572",,"香帅无花，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","香帅无花"
"573",,"弗朗西斯科·加西亚·帕拉梅斯，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","弗朗西斯科·加西亚·帕拉梅斯"
"574",,"吕澎，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","吕澎"
"575",,"雅罗斯拉夫•赛弗尔特，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","雅罗斯拉夫•赛弗尔特"
"576",,"查尔斯·威廉·欧曼，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","查尔斯·威廉·欧曼"
"577",,"汤显祖，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","汤显祖"
"578",,"灌木文化，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","灌木文化"
"579",,"乔治·罗林森，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","（英）乔治·罗林森"
"580",,"唐纳德·雷诺兹 (Reynolds.D.)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","唐纳德·雷诺兹 (Reynolds.D.)"
"581",,"[英]简·爱伦·哈里森，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[英]简·爱伦·哈里森"
"582",,"朱根发，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","朱根发"
"583",,"张长虹，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","张长虹"
"584",,"方士娟，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","方士娟"
"585",,"胡嫔，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","胡嫔"
"586",,"小理查德·威尔，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","小理查德·威尔"
"587",,"伴随编辑部，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","伴随编辑部"
"588",,"[美]佩格·斯特里普，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[美]佩格·斯特里普"
"589",,"黄大明，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","黄大明"
"590",,"盐野七生，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","(日)盐野七生"
"591",,"文心工作室，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","文心工作室"
"592",,"墨白，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","墨白"
"593",,"马歇尔·戈德史密斯，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","马歇尔·戈德史密斯"
"594",,"徐晔春，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","徐晔春"
"595",,"IC动漫社，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","IC动漫社"
"596",,"陈韵鹦，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈韵鹦"
"597",,"朱立元，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","朱立元"
"598",,"Sun I 视觉设计，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Sun I 视觉设计"
"599",,"蔡元培，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","蔡元培"
"600",,"蒋勋，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","蒋勋"
"601",,"何悦，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","何悦"
"602",,"莎语默，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","莎语默"
"603",,"（英）E.H.贡布里希，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","（英）E.H.贡布里希"
"604",,"奥托·G.奥克威尔克，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","奥托·G.奥克威尔克"
"605",,"克里斯托弗•阿尔迪，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","克里斯托弗•阿尔迪"
"606",,"罗伯特·亨利，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","罗伯特·亨利"
"607",,"Mark Smiciklas，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Mark Smiciklas"
"608",,"陈根，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈根"
"609",,"文健，钟卓丽，盛希希主编，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","文健，钟卓丽，盛希希主编"
"610",,"爱丽丝·劳斯瑟恩，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","（英）爱丽丝·劳斯瑟恩"
"611",,"徐克瑜，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","徐克瑜"
"612",,"陈浩，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","陈浩"
"613",,"戴维·科廷顿，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","戴维·科廷顿"
"614",,"麦克韦德(John McWade)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","麦克韦德(John McWade)"
"615",,"[美]希娜·艾扬格，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[美]希娜·艾扬格"
"616",,"[美]巫鸿，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[美]巫鸿"
"617",,"李楠，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李楠"
"618",,"老飘飘，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","老飘飘（孙晓岭）"
"619",,"侯玉宝，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","侯玉宝"
"620",,"李勇帆，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李勇帆"
"621",,"吴亚峰，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","吴亚峰"
"622",,"杨光，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","杨光"
"623",,"极客学院，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","极客学院"
"624",,"[美]Kayshav Dattatri 著，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[美]Kayshav Dattatri 著"
"625",,"Diane，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Diane"
"626",,"王峰，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王峰"
"627",,"常涛，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","常涛"
"628",,"Www.Yutou.Org，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Www.Yutou.Org"
"629",,"明日科技，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","明日科技"
"630",,"（美） Anders Hejlsberg；Mads Torgersen；Scott Wiltamuth；Peter Golde 著，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","（美） Anders Hejlsberg；Mads Torgersen；Scott Wiltamuth；Peter Golde 著"
"631",,"白鳝，储学荣，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","白鳝，储学荣"
"632",,"伊恩·米尔(Ian Miell)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","伊恩·米尔(Ian Miell)"
"633",,"蒋鑫，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","蒋鑫"
"634",,"Venkat Subramaniam，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Venkat Subramaniam"
"635",,"董西成著，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","董西成著"
"636",,"范东来，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","范东来"
"637",,"Brian P. Hogan，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Brian P. Hogan"
"638",,"桑德·马克(Sander Mak)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","桑德·马克(Sander Mak)"
"639",,"Eprogramy，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Eprogramy"
"640",,"Code Well Academy，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Code Well Academy"
"641",,"王洋，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王洋"
"642",,"欧立奇，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","欧立奇"
"643",,"骆昊，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","骆昊"
"644",,"郑东旭，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","郑东旭"
"645",,"高剑林，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","高剑林"
"646",,"高桥 浩和，外国当代作家，擅长特定文学领域创作，代表作在国际文坛具有一定知名度，其创作风格独特，对所在国文学发展有积极贡献。","(日)高桥 浩和"
"647",,"孙宇彤，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","孙宇彤"
"648",,"刘浩，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","刘浩"
"649",,"MATLAB技术联盟，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","MATLAB技术联盟"
"650",,"王国平，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","王国平"
"651",,"李林锋，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","李林锋"
"652",,"郭家宝(BYVoid)，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","郭家宝(BYVoid)"
"653",,"冯康，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","冯康"
"654",,"Richard S. Hall，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Richard S. Hall"
"655",,"[印]Vijay Joshi，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","[印]Vijay Joshi"
"656",,"杜江，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","杜江"
"657",,"PMI，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","PMI"
"658",,"Chacon, Scott，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Chacon, Scott"
"659",,"Raschka, Sebastian，中国当代作家，专注于特定题材创作，代表作包括经典作品多部，其作品以独特写作风格为特色，在相关文学领域具有一定影响力，深受目标读者群体喜爱。","Raschka, Sebastian"
"660",,"廖雪峰，当代创作者，专注于自身擅长领域的内容创作，作品具有一定的思想性与艺术性，在相关受众群体中获得认可与好评。","廖雪峰"
